Module,Group,Quota,No,Lowest,Lowest,Highest,Faculty,Student Type
,,25,1,1,1,1,SCHOOL OF COMPUTING,Returning Students and 
CS4222,LECTURE 1,1,4,1,2632,2632,SCHOOL OF COMPUTING,Returning Students and 
CS4231,LECTURE 1,3,0,0,0,0,SCIENCE,Returning Students and 
CS4236,LECTURE 1,38,0,0,0,0,SCHOOL OF COMPUTING,Returning Students and 
CS4241,LECTURE 1,40,0,0,0,0,SCHOOL OF COMPUTING,Returning Students and 
CS4244,LECTURE 1,2,0,0,0,0,SCIENCE,Returning Students and 
,,17,0,0,0,0,ENGINEERING,Returning Students and 
,,28,1,1,1,1,SCHOOL OF COMPUTING,Returning Students and 
CS4247,LECTURE 1,9,0,0,0,0,ENGINEERING,Returning Students and 
CS4271,LECTURE 1,3,0,0,0,0,JOINT MULTI-DISCIPLINARY PROGRAMMES,Returning Students and 
CS4340,LECTURE 1,15,1,1,1,1,SCHOOL OF COMPUTING,Returning Students and 
CS4347,LECTURE 1,1,6,1792,2952,2952,SCHOOL OF COMPUTING,Returning Students and 
,,2,0,0,0,0,JOINT MULTI-DISCIPLINARY PROGRAMMES,Returning Students and 
CS5205,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,Returning Students and 
CS5209,LECTURE 1,5,1,1,1,1,SCHOOL OF COMPUTING,Returning Students and 
CS5214,LECTURE 1,9,0,0,0,0,SCHOOL OF COMPUTING,Returning Students and 
CS5218,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,Returning Students and 
CS5222,LECTURE 1,6,0,0,0,0,SCHOOL OF COMPUTING,Returning Students and 
CS5226,LECTURE 1,6,0,0,0,0,SCHOOL OF COMPUTING,Returning Students and 
CS5228,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,Returning Students and 
CS5230,LECTURE 1,7,0,0,0,0,SCHOOL OF COMPUTING,Returning Students and 
CS5233,LECTURE 1,3,0,0,0,0,SCHOOL OF COMPUTING,Returning Students and 
CS5237,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,Returning Students and 
CS5239,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,Returning Students and 
CS5248,LECTURE 1,8,0,0,0,0,SCHOOL OF COMPUTING,Returning Students and 
CS5322,LECTURE 1,8,0,0,0,0,SCHOOL OF COMPUTING,Returning Students and 
CS5340,LECTURE 1,7,0,0,0,0,SCHOOL OF COMPUTING,Returning Students and 
CS5341,LECTURE 1,3,1,101,1,101,SCHOOL OF COMPUTING,Returning Students and 
CS5342,LECTURE 1,8,0,0,0,0,SCHOOL OF COMPUTING,Returning Students and 
DSC1007,LECTURE E1,66,0,0,0,0,SCHOOL OF BUSINESS,Returning Students and 
DSC2006,LECTURE F1,9,2,1,1,250,SCHOOL OF COMPUTING,Returning Students and 
,,10,1,1,1,1,SCHOOL OF BUSINESS,NUS Students [G]
DSC2006,LECTURE F2,11,1,100,1,100,SCHOOL OF COMPUTING,Returning Students and 
,,49,1,1,1,1,SCHOOL OF BUSINESS,Returning Students and 
,,11,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [G]
DSC3201,SECTIONAL TEACHING A1,7,0,0,0,0,SCHOOL OF COMPUTING,Returning Students and 
